Time (s),Mass (kg),Average weight,Pull force (kg)
85.74133492,70.9036,,9.2164
85.75361085,70.6113,,9.5087
85.76593184,70.3297,,9.7903
85.77839208,70.0838,,10.0362
85.79060698,69.8639,,10.2561
85.80302095,69.7947,,10.3253
85.81971502,69.8746,,10.2454
85.83171797,69.8409,,10.2791
85.84376478,69.6017,,10.5183
85.85611105,69.1512,,10.9688
85.86868978,68.6149,,11.5051
85.88111591,68.0799,,12.0401
85.89797592,67.6496,,12.4704
85.90931702,67.3694,,12.7506
85.92161298,67.2466,,12.8734
85.93426871,67.5246,,12.5954
85.94639301,67.805,,12.315
85.96258092,68.0278,,12.0922
85.97481108,68.2226,,11.8974
85.9871428,68.3604,,11.7596
85.99944186,68.4254,,11.6946
86.0117538,68.4243,,11.6957
86.02410889,68.348,,11.772
86.040272,68.2088,,11.9112
86.05261779,67.9805,,12.1395
86.06506205,67.7124,,12.4076
86.07726884,67.2357,,12.8843
86.08966804,67.0627,,13.0573
86.101964,67.0028,,13.1172
86.11824608,67.1051,,13.0149
86.13041091,67.3871,,12.7329
86.1427598,67.7451,,12.3749
86.15512586,68.2059,,11.9141
86.16741395,68.7917,,11.3283
86.17972589,69.4285,,10.6915
86.19667077,69.9963,,10.1237
86.20826793,71.0116,,9.1084
86.22060299,71.5666,,8.5534
86.2328949,72.2069,,7.9131
86.24527001,72.9271,,7.1929
86.257581,73.7718,,6.3482
86.27375102,74.6633,,5.4567
86.28615904,75.5475,,4.5725
86.29860401,76.343,,3.777
86.31065273,77.0235,,3.0965
86.32309079,77.6031,,2.5169
86.33979106,78.4923,,1.6277
86.35161376,78.8979,,1.2221
86.36395001,79.4548,,0.6652
86.37630582,80.1488,,-0.0288
86.38859987,80.8805,,-0.7605
86.40091801,81.568,,-1.448
86.41712403,82.1319,,-2.0119
86.4294908,82.5625,,-2.4425
86.44229078,82.9282,,-2.8082
86.45412087,83.248,,-3.128
86.4664979,83.4997,,-3.3797
86.47876096,83.3555,,-3.2355
86.49514484,82.8833,,-2.7633
86.5072639,82.2307,,-2.1107
86.5196228,81.5538,,-1.4338
86.53195,81.0378,,-0.9178
86.54472995,80.7611,,-0.6411
86.55652976,80.7252,,-0.6052
86.57275391,80.894,,-0.774
86.58519292,81.2385,,-1.1185
86.59803295,81.715,,-1.595
86.610358,82.5584,,-2.4384
86.6220789,82.7499,,-2.6299
86.6345551,82.8124,,-2.6924
86.65060711,82.7136,,-2.5936
86.662853,82.3685,,-2.2485
86.67526388,81.78,,-1.66
86.68770504,81.0254,,-0.9054
86.70000887,80.3803,,-0.2603
86.71607089,80.0353,,0.0847
86.72839999,80.0568,,0.0632
86.74070287,81.114,,-0.994
86.75341988,81.9123,,-1.7923
86.76540995,82.4895,,-2.3695
86.77768111,82.6788,,-2.5588
86.79515886,82.4527,,-2.3327
86.80623412,82.0042,,-1.8842
86.81869292,81.5915,,-1.4715
86.83183408,81.4354,,-1.3154
86.84318781,81.5195,,-1.3995
86.85553789,81.7785,,-1.6585
86.87176394,82.3852,,-2.2652
86.8842659,82.4496,,-2.3296
86.89675593,82.3684,,-2.2484
86.90871072,82.1602,,-2.0402
86.92115402,81.9347,,-1.8147
86.93372583,81.8324,,-1.7124
86.94956779,81.9508,,-1.8308
86.96229982,82.2134,,-2.0934
86.9750998,82.5382,,-2.4182
86.98664689,82.8712,,-2.7512
86.99888086,83.1063,,-2.9863
87.01115584,83.0815,,-2.9615
87.02743602,82.684,,-2.564
87.03970885,81.9486,,-1.8286
87.05212903,80.9869,,-0.8669
87.06438589,79.9036,,0.2164
87.07668495,78.8961,,1.2239
87.09289169,78.1787,,1.9413
87.10520291,77.6793,,2.4407
87.11764908,77.2605,,2.8595
87.13129497,76.87,,3.25
87.14217281,76.2975,,3.8225
87.15455413,76.0293,,4.0907
87.17109179,75.7435,,4.3765
87.1830461,75.4689,,4.6511
87.19671011,75.2491,,4.8709
87.20771503,75.1324,,4.9876
87.22000599,75.1295,,4.9905
87.23249674,75.1965,,4.9235
87.2485559,75.2118,,4.9082
87.26088691,75.2546,,4.8654
87.27316594,75.8798,,4.2402
87.2855401,76.4525,,3.6675
87.29839206,76.8828,,3.2372
87.31048274,77.011,,3.109
87.32660294,76.8926,,3.2274
87.33871889,76.769,,3.351
87.35113096,76.7595,,3.3605
87.36334777,76.8332,,3.2868
87.37573195,76.8833,,3.2367
87.38798499,76.8319,,3.2881
87.40492797,76.7864,,3.3336
87.41651893,77.003,,3.117
87.42882299,77.2095,,2.9105
87.44114399,77.3667,,2.7533
87.45440102,77.42,,2.7
87.47193694,77.3576,,2.7624
87.48204684,77.2529,,2.8671
87.49435592,77.1646,,2.9554
87.50669885,77.0007,,3.1193
87.5190289,76.68,,3.44
87.53130889,76.2298,,3.8902
87.54811096,75.4909,,4.6291
87.55991793,75.6247,,4.4953
87.57221985,76.059,,4.061
87.5847528,76.5723,,3.5477
87.59685802,76.9514,,3.1686
87.60917187,77.1191,,3.0009
87.62535691,77.0936,,3.0264
87.63768172,76.8753,,3.2447
87.65001702,76.6533,,3.4667
87.66233897,76.5914,,3.5286
87.67466784,76.7312,,3.3888
87.68750787,76.7212,,3.3988
87.70319986,76.5467,,3.5733
87.71552777,76.257,,3.863
87.72792077,75.8969,,4.2231
87.74016309,75.6612,,4.4588
87.75368786,75.5865,,4.5335
87.76480675,75.651,,4.469
87.78105378,75.6942,,4.4258
87.7935648,75.664,,4.456
87.80573988,75.5853,,4.5347
87.81817579,75.5149,,4.6051
87.83030176,75.621,,4.499
87.84734583,75.7541,,4.3659
87.8588531,75.8649,,4.2551
87.87123799,75.8898,,4.2302
87.88350797,75.8319,,4.2881
87.89580107,75.7375,,4.3825
87.90822196,75.6164,,4.5036
87.92433405,75.4957,,4.6243
87.93708897,75.3918,,4.7282
87.94902802,75.0497,,5.0703
87.96183276,74.8893,,5.2307
87.97367287,74.7626,,5.3574
87.98595595,74.7048,,5.4152
88.00229692,74.6885,,5.4315
88.0144918,74.6747,,5.4453
88.02683306,74.5556,,5.5644
88.03916693,74.3222,,5.7978
88.05178595,74.0438,,6.0762
88.06389499,73.8796,,6.2404
88.08031392,74.1005,,6.0195
88.09248614,74.4025,,5.7175
88.10466504,74.6441,,5.4759
88.11700988,74.6711,,5.4489
88.12968588,74.5001,,5.6199
88.14163184,74.2331,,5.8869
88.15788794,73.9888,,6.1312
88.1705699,73.841,,6.279
88.1826489,73.7866,,6.3334
88.19481492,73.7926,,6.3274
88.20711184,73.7723,,6.3477
88.22600007,73.5625,,6.5575
88.23568296,73.4409,,6.6791
88.24797678,73.3783,,6.7417
88.26030684,73.3795,,6.7405
88.27270079,73.4694,,6.6506
88.28520179,73.5744,,6.5456
88.30121803,73.6454,,6.4746
88.31350899,73.6747,,6.4453
88.32637095,73.6481,,6.4719
88.33812594,73.572,,6.548
88.35044503,73.4435,,6.6765
88.36266804,73.5096,,6.6104
88.37907195,73.6266,,6.4934
88.39144492,73.7642,,6.3558
88.40384507,73.9162,,6.2038
88.41594291,74.0154,,6.1046
88.42827392,74.0905,,6.0295
88.44061589,74.1499,,5.9701
88.45683885,74.2281,,5.8919
88.469208,74.3403,,5.7797
88.48162389,74.5761,,5.5439
88.49625397,74.6992,,5.4208
88.50615692,74.8715,,5.2485
88.51850271,75.0698,,5.0502
88.53494596,75.2921,,4.8279
88.54772592,75.5426,,4.5774
88.55929899,75.8001,,4.3199
88.57160115,76.057,,4.063
88.58394098,76.3139,,3.8061
88.60021496,76.5781,,3.5419
88.61265087,76.9188,,3.2012
88.62484097,77.5636,,2.5564
88.63717985,77.8677,,2.2523
88.64943409,78.1785,,1.9415
88.66175795,78.4932,,1.6268
88.67815495,78.9886,,1.1314
88.69031787,79.549,,0.571
88.70258498,80.1251,,-0.0051
88.71496701,80.6827,,-0.5627
88.72826099,81.1737,,-1.0537
88.73965693,81.5962,,-1.4762
88.75585771,82.3214,,-2.2014
88.76844192,82.4365,,-2.3165
88.78105593,82.4041,,-2.2841
88.792943,82.2329,,-2.1129
88.80515194,82.115,,-1.995
88.81781483,82.1593,,-2.0393
88.83363199,82.3964,,-2.2764
88.84594989,82.7737,,-2.6537
88.85824203,83.2454,,-3.1254
88.87062597,83.7584,,-3.6384
88.88332295,84.8468,,-4.7268
88.89520001,85.165,,-5.045
88.91145277,85.1169,,-4.9969
88.92378902,84.767,,-4.647
88.93618608,84.2435,,-4.1235
88.94840479,83.5744,,-3.4544
88.96077108,82.7803,,-2.6603
88.97696304,82.0136,,-1.8936
88.98931193,81.5158,,-1.3958
89.0023489,81.4121,,-1.2921
89.01388001,81.6223,,-1.5023
89.02632785,82.0206,,-1.9006
89.03877687,82.0159,,-1.8959
89.05476594,81.8874,,-1.7674
89.06714487,81.7101,,-1.5901
89.07970977,81.5918,,-1.4718
89.09177899,81.5231,,-1.4031
89.10407686,81.3784,,-1.2584
89.11645412,81.0867,,-0.9667
89.13268399,80.7387,,-0.6187
89.14547086,80.3446,,-0.2246
89.15721703,79.5535,,0.5665
89.1697011,79.3316,,0.7884
89.18248487,79.355,,0.765
89.19415808,79.674,,0.446
89.21044397,80.3024,,-0.1824
89.22369409,81.1666,,-1.0466
89.23520303,82.0892,,-1.9692
89.24740791,82.859,,-2.739
89.259727,83.1885,,-3.0685
89.27241182,83.1338,,-3.0138
89.28831887,82.2598,,-2.1398
89.30062675,81.738,,-1.618
89.3128891,81.2864,,-1.1664
89.32617903,80.9727,,-0.8527
89.33826709,80.8173,,-0.6973
89.35377407,80.8415,,-0.7215
89.36613894,80.8716,,-0.7516
89.37843704,80.8587,,-0.7387
89.39075708,80.7363,,-0.6163
89.40313697,80.5692,,-0.4492
89.41544104,79.6996,,0.4204
89.43387008,79.0304,,1.0896
89.444453,78.2642,,1.8558
89.45627093,77.4156,,2.7044
89.46880674,76.5497,,3.5703
89.48094583,75.7463,,4.3737
89.49327993,75.019,,5.101
89.50987196,74.3313,,5.7887
89.52184892,73.7057,,6.4143
89.53419995,73.1626,,6.9574
89.54646087,72.7312,,7.3888
89.55871582,72.3951,,7.7249
89.57110286,72.4653,,7.6547
89.58812904,72.7123,,7.4077
89.59959006,73.0205,,7.0995
89.61192703,73.2474,,6.8726
89.62424994,73.3791,,6.7409
89.63682079,73.4404,,6.6796
89.64889383,73.4941,,6.6259
89.66523194,73.5641,,6.5559
89.67773485,73.6993,,6.4207
89.6900568,73.8136,,6.3064
89.7022121,73.609,,6.511
89.71437693,73.1699,,6.9501
89.73055673,72.6573,,7.4627
89.74291706,72.3078,,7.8122
89.755265,72.1538,,7.9662
89.76765299,72.1611,,7.9589
89.7799511,72.1964,,7.9236
89.79226995,72.0486,,8.0714
89.80840492,71.671,,8.449
89.82075477,70.9883,,9.1317
89.83317494,70.8699,,9.2501
89.84540796,70.8105,,9.3095
89.85769391,70.6481,,9.4719
89.87031174,70.2309,,9.8891
89.88664699,69.5294,,10.5906
89.89857197,68.6331,,11.4869
89.91088986,67.7112,,12.4088
89.92335296,66.8633,,13.2567
89.93566394,66.1145,,14.0055
89.94783092,65.5297,,14.5903
89.96409178,64.7821,,15.3379
89.97652984,64.4065,,15.7135
89.98875093,64.0096,,16.1104
90.00100183,63.538,,16.582
90.01339006,62.9959,,17.1241
90.02617383,62.3547,,17.7653
90.04192615,61.6159,,18.5041
90.05430913,60.8641,,19.2559
90.06656981,60.2048,,19.9152
90.07891393,59.7454,,20.3746
90.09127688,59.6379,,20.4821
90.10739803,59.9449,,20.1751
90.11974812,60.3359,,19.7841
90.13204813,60.7168,,19.4032
90.14441586,61.0332,,19.0868
90.15666509,61.2426,,18.8774
90.16934705,61.4584,,18.6616
90.18523097,61.6628,,18.4572
90.19756889,61.876,,18.244
90.20991492,62.0665,,18.0535
90.22237778,62.3534,,17.7666
90.2345109,62.493,,17.627
90.24673772,62.6629,,17.4571
90.26339984,62.9193,,17.2007
90.27540708,63.2105,,16.9095
90.28771496,63.5188,,16.6012
90.30003977,63.8367,,16.2833
90.31236982,64.0478,,16.0722
90.32465792,64.1795,,15.9405
90.34090805,64.2553,,15.8647
90.35315871,64.2388,,15.8812
90.36550903,64.1489,,15.9711
90.37784791,64.0895,,16.0305
90.39109278,64.0346,,16.0854
90.402565,64.0348,,16.0852
90.41879892,64.0866,,16.0334
90.43124485,64.1709,,15.9491
90.44357705,64.2303,,15.8897
90.45579791,64.1806,,15.9394
90.46809101,64.0845,,16.0355
90.48419595,63.9661,,16.1539
90.49653292,63.7965,,16.3235
90.50887704,63.7211,,16.3989
90.52129507,63.6611,,16.4589
90.53353,63.681,,16.439
90.5458529,63.7273,,16.3927
90.56216073,63.848,,16.272
90.57451391,64.0857,,16.0343
90.58677387,64.441,,15.679
90.59906197,64.8504,,15.2696
90.61133003,65.2548,,14.8652
90.62372494,65.876,,14.244
90.63990903,66.0027,,14.1173
90.65242386,66.0698,,14.0502
90.66449404,66.1069,,14.0131
90.67795873,66.1519,,13.9681
90.68949699,66.2141,,13.9059
90.70147181,66.3374,,13.7826
90.71843696,66.5009,,13.6191
90.72999287,66.7822,,13.3378
90.74234009,67.1823,,12.9377
90.75472689,67.6608,,12.4592
90.7669518,68.709,,11.411
90.77933884,69.1435,,10.9765
90.79551101,69.5511,,10.5689
90.8078258,70.0102,,10.1098
90.82024908,70.4986,,9.6214
90.83257484,70.8864,,9.2336
90.84478188,71.1827,,8.9373
90.86109781,71.3953,,8.7247
90.87362504,71.66,,8.46
90.88579082,72.0947,,8.0253
90.89801908,73.2333,,6.8867
90.91034389,73.9507,,6.1693
90.92268682,74.8906,,5.2294
90.93884206,76.024,,4.096
90.95119882,77.2747,,2.8453
90.96350789,78.4346,,1.6854
90.97585773,79.32,,0.8
90.98838091,79.8158,,0.3042
91.00042701,80.0471,,0.0729
91.01671004,80.1365,,-0.0165
91.02910209,80.4771,,-0.3571
91.04134083,80.9405,,-0.8205
91.05367398,81.6464,,-1.5264
91.06590414,82.3752,,-2.2552
91.07834888,82.9593,,-2.8393
91.09447908,83.2184,,-3.0984
91.10694909,83.023,,-2.903
91.11915112,82.504,,-2.384
91.13149595,81.8251,,-1.7051
91.14372802,81.0723,,-0.9523
91.15606689,80.3683,,-0.2483
91.17241788,79.4704,,0.6496
91.18466091,79.3784,,0.7416
91.19699097,79.4649,,0.6551
91.20927787,79.6468,,0.4732
91.22200704,79.8959,,0.2241
91.23838592,80.1723,,-0.0523
91.25025296,80.5388,,-0.4188
91.26264,80.9563,,-0.8363
91.27480006,81.363,,-1.243
91.28923202,81.71,,-1.59
91.29943085,82.0192,,-1.8992
91.31567574,81.8295,,-1.7095
91.32798481,81.3408,,-1.2208
91.34033489,80.6631,,-0.5431
91.35319686,79.9602,,0.1598
91.36497402,79.3806,,0.7394
91.37803793,79.0164,,1.1036
91.39348912,78.9063,,1.2137
91.40623188,79.0432,,1.0768
91.41814089,79.392,,0.728
91.43051386,80.422,,-0.302
91.4427948,80.9596,,-0.8396
91.45514488,81.4491,,-1.3291
91.47150683,81.8957,,-1.7757
91.48366785,82.3888,,-2.2688
91.49599576,82.9678,,-2.8478
91.5083189,83.5985,,-3.4785
91.52066994,84.083,,-3.963
91.53300095,84.2983,,-4.1783
91.54914784,84.1149,,-3.9949
91.56146502,1.4535,,78.6665
91.57387686,80.4761,,-0.3561
91.58610296,79.6992,,0.4208
91.59847498,79.4389,,0.6811
91.61076188,79.7526,,0.3674
91.62704778,80.442,,-0.322
91.63936687,81.2864,,-1.1664
91.65196109,82.0836,,-1.9636
91.66396093,82.5662,,-2.4462
91.67626476,82.4761,,-2.3561
91.69325781,81.7243,,-1.6043
91.70489097,80.4017,,-0.2817
91.71715713,78.7676,,1.3524
91.72946787,77.1611,,2.9589
91.741786,75.8572,,4.2628
91.75408792,74.9858,,5.1342
91.77035785,74.5325,,5.5875
91.78309298,74.4251,,5.6949
91.79498577,74.5029,,5.6171
91.8072958,74.6883,,5.4317
91.8197298,74.9341,,5.1859
91.831918,75.563,,4.557
91.84819603,75.8586,,4.2614
91.86051083,76.1761,,3.9439
91.87300301,76.5417,,3.5783
91.88515878,76.8338,,3.2862
91.89800906,76.981,,3.139
91.90970683,77.028,,3.092
91.92604208,76.9712,,3.1488
91.93910694,76.8565,,3.2635
91.95061707,76.7366,,3.3834
91.96291876,76.5186,,3.6014
91.97529888,76.4025,,3.7175
91.99288177,76.3714,,3.7486
92.00413799,76.4588,,3.6612
92.01616192,76.6609,,3.4591
92.02846885,76.8837,,3.2363
92.04075789,77.147,,2.973
92.05383801,77.5148,,2.6052
92.06930876,77.9452,,2.1748
92.08158779,78.1421,,1.9779
92.09460807,77.8565,,2.2635
92.10639787,76.4297,,3.6903
92.11879802,75.8606,,4.2594
92.13095999,75.618,,4.502
92.14826393,75.7497,,4.3703
92.15944099,76.0597,,4.0603
92.17178798,76.3196,,3.8004
92.18433189,76.4561,,3.6639
92.19647002,76.5031,,3.6169
92.20875096,76.5335,,3.5865
92.22493577,76.6199,,3.5001
92.23737288,76.8272,,3.2928
92.24962711,76.8523,,3.2677
92.26185799,76.807,,3.313
92.27427077,76.6795,,3.4405
92.28661799,76.6085,,3.5115
92.30279016,76.4756,,3.6444
92.3151989,76.2214,,3.8986
92.32741976,75.8769,,4.2431
92.33976078,75.473,,4.647
92.35206485,75.1004,,5.0196
92.36825681,74.5917,,5.5283
92.38061595,74.3815,,5.7385
92.39290905,74.1625,,5.9575
92.40589309,73.8874,,6.2326
92.41774392,73.5704,,6.5496
92.42989683,73.3273,,6.7927
92.44617009,73.1643,,6.9557
92.458709,73.0575,,7.0625
92.47077084,72.9493,,7.1707
92.48306489,72.7504,,7.3696
92.49541807,72.4318,,7.6882
92.50771809,71.5071,,8.6129
92.52402592,71.0007,,9.1193
92.5363059,70.4818,,9.6382
92.54859996,69.9824,,10.1376
92.56093478,69.528,,10.592
92.57326293,69.0496,,11.0704
92.585536,68.5898,,11.5302
92.60175991,68.1505,,11.9695
92.61425877,67.6858,,12.4342
92.62646604,67.2573,,12.8627
92.63915992,66.3919,,13.7281
92.65102887,65.8282,,14.2918
92.66373706,65.1575,,14.9625
92.68174887,64.4548,,15.6652
92.69191074,63.8026,,16.3174
92.70453191,63.2482,,16.8718
92.71652484,62.9032,,17.2168
92.72940493,62.8585,,17.2615
92.74509883,63.226,,16.894
92.75745296,64.0043,,16.1157
92.76980901,66.1576,,13.9624
92.78230286,67.1956,,12.9244
92.79439402,67.9368,,12.1832
92.80670571,68.2846,,11.8354
92.82290888,68.322,,11.798
92.83522201,68.1487,,11.9713
92.84756899,67.8777,,12.2423
92.85997105,67.6339,,12.4861
92.87220502,67.4644,,12.6556
92.88450408,67.3711,,12.7489
92.9007411,67.3137,,12.8063
92.91312671,67.145,,12.975
92.92558193,67.0119,,13.1081
92.93776894,66.8321,,13.2879
92.950037,66.6289,,13.4911
92.96237397,66.4785,,13.6415
92.97857785,66.4376,,13.6824
92.99093199,66.5172,,13.6028
93.00352407,66.6765,,13.4435
93.01557899,66.8703,,13.2497
93.02792478,67.0898,,13.0302
93.04024696,67.5311,,12.5889
93.05664611,67.6434,,12.4766
93.06867504,67.7205,,12.3995
93.08116698,67.7479,,12.3721
93.09328604,67.7775,,12.3425
93.10572481,67.8589,,12.2611
93.12200689,67.9777,,12.1423
93.13429403,68.1076,,12.0124
93.14657187,68.2571,,11.8629
93.15887403,68.4216,,11.6984
93.17123199,68.742,,11.378
93.18343377,68.9415,,11.1785
93.19968772,69.1469,,10.9731
93.21215582,69.349,,10.771
93.22483873,69.5214,,10.5986
93.2367239,69.6717,,10.4483
93.24899077,69.7705,,10.3495
93.26135015,69.8253,,10.2947
93.27873182,69.8723,,10.2477
93.29004693,69.8956,,10.2244
93.30224895,69.9893,,10.1307
93.31450391,70.3982,,9.7218
93.32687306,70.6369,,9.4831
93.33918786,70.853,,9.267
93.35545111,71.0918,,9.0282
93.36779284,71.3597,,8.7603
93.38014793,71.6237,,8.4963
93.39239001,71.8986,,8.2214
93.40513492,72.0982,,8.0218
93.41701198,72.2219,,7.8981
93.43323207,72.3786,,7.7414
93.44598293,72.8015,,7.3185
93.45789409,73.0597,,7.0603
93.47044873,73.2164,,6.9036
93.48297381,73.2899,,6.8301
93.49870396,73.3858,,6.7342
93.51103497,73.5279,,6.5921
93.52352309,73.7058,,6.4142
93.53573084,73.9563,,6.1637
93.54804182,74.283,,5.837
93.56036711,74.556,,5.564
93.57733083,75.07,,5.05
93.58890796,75.4807,,4.6393
93.60155988,75.9669,,4.1531
93.61353588,76.4797,,3.6403
93.62583685,76.979,,3.141
93.63838696,77.4249,,2.6951
93.65473199,77.8353,,2.2847
93.66670084,78.2297,,1.8903
93.67903781,78.615,,1.505
93.69230509,79.0967,,1.0233
93.703686,79.6021,,0.5179
93.71595597,80.4716,,-0.3516
93.73230505,80.7604,,-0.6404
93.74452972,81.0049,,-0.8849
93.75686693,81.1508,,-1.0308
93.76951385,81.2042,,-1.0842
93.78148603,81.1696,,-1.0496
93.79388785,81.0965,,-0.9765
93.81007576,81.0799,,-0.9599
93.8224349,81.2129,,-1.0929
93.83466697,81.4844,,-1.3644
93.84703898,82.239,,-2.119
93.85934997,82.7828,,-2.6628
93.87807584,83.4438,,-3.3238
93.8879931,84.1409,,-4.0209
93.9003129,84.7667,,-4.6467
93.91255808,85.0719,,-4.9519
93.92488194,84.9046,,-4.7846
93.93718696,84.2751,,-4.1551
93.95335174,83.4302,,-3.3102
93.96568274,82.5391,,-2.4191
93.97797084,81.1099,,-0.9899
93.99053574,80.7554,,-0.6354
94.00265288,80.7071,,-0.5871
94.01494694,80.9349,,-0.8149
94.03122497,81.2298,,-1.1098
94.04355502,81.4762,,-1.3562
94.05590796,81.6336,,-1.5136
94.06823087,81.7425,,-1.6225
94.08106494,81.8486,,-1.7286
94.09292889,81.9859,,-1.8659
94.10902691,82.1367,,-2.0167
94.12136388,81.9521,,-1.8321
94.134233,81.6217,,-1.5017
94.14602113,81.1962,,-1.0762
94.15834785,80.7591,,-0.6391
94.17121291,80.3826,,-0.2626
94.18686676,80.0085,,0.1115
94.19916987,79.5501,,0.5699
94.21149492,79.022,,1.098
94.2247138,78.5565,,1.5635
94.23618698,78.3293,,1.7907
94.25236702,78.5572,,1.5628
94.26469803,78.8936,,1.2264
94.27701592,79.4785,,0.6415
94.28933978,80.332,,-0.212
94.30164599,81.3928,,-1.2728
94.31391501,82.3713,,-2.2513
94.33032799,82.924,,-2.804
94.34249592,83.0721,,-2.9521
94.35551691,82.9793,,-2.8593
94.36715794,82.7898,,-2.6698
94.37952995,81.9036,,-1.7836
94.39185286,81.2254,,-1.1054
94.40804505,80.5341,,-0.4141
94.42076588,79.9482,,0.1718
94.43262887,79.5425,,0.5775
94.44501495,79.2871,,0.8329
94.45742679,79.0135,,1.1065
94.46959686,78.6256,,1.4944
94.48583484,78.0269,,2.0931
94.49817395,77.2921,,2.8279
94.51044297,75.8775,,4.2425
94.52288103,75.2527,,4.8673
94.53621387,74.6485,,5.4715
94.54745102,74.076,,6.044
94.56365299,73.5475,,6.5725
94.57600403,73.0709,,7.0491
94.5884769,72.6966,,7.4234
94.60061407,72.4555,,7.6645
94.61297202,72.4196,,7.7004
94.62919903,72.5467,,7.5733
94.64229798,72.7229,,7.3971
94.65388894,73.0378,,7.0822
94.66612911,73.0385,,7.0815
94.67857981,72.8794,,7.2406
94.69083381,72.6326,,7.4874
94.70699787,72.2923,,7.8277
94.71939611,71.9024,,8.2176
94.73163795,71.5366,,8.5834
94.74394274,71.2379,,8.8821
94.7562809,71.0614,,9.0586
94.76862311,70.9734,,9.1466
94.78609085,70.5289,,9.5911
94.79715705,70.0931,,10.0269
94.80944896,69.596,,10.524
94.82242703,69.0594,,11.0606
94.83412194,68.5843,,11.5357
94.84726691,68.0872,,12.0328
94.86263084,67.5966,,12.5234
94.8751719,67.2062,,12.9138
94.88733578,66.8296,,13.2904
94.89963102,66.3903,,13.7297
94.91194201,65.0212,,15.0988
94.92424893,63.9694,,16.1506
94.94044995,62.7059,,17.4141
94.95291686,61.3047,,18.8153
94.96509576,59.7301,,20.3899
94.97780991,58.0665,,22.0535
94.98974586,56.409,,23.711
95.00619793,54.7987,,25.3213
95.01825881,53.2004,,26.9196
95.03062296,51.6387,,28.4813
95.04296994,50.0369,,30.0831
95.05531788,46.7136,,33.4064
95.06786489,45.1636,,34.9564
95.08379102,43.7263,,36.3937
95.0961237,42.4791,,37.6409
95.10847783,41.5877,,38.5323
95.12096882,41.0418,,39.0782
95.133147,40.8159,,39.3041
95.14590693,40.7495,,39.3705
95.16165185,40.7377,,39.3823
95.17417789,40.8401,,39.2799
95.18634009,41.4937,,38.6263
95.19859195,42.1019,,38.0181
95.2109611,42.8829,,37.2371
95.22410583,43.9687,,36.1513
95.23952293,45.3571,,34.7629
95.25191283,47.1481,,32.9719
95.26411986,49.3786,,30.7414
95.27642584,51.8822,,28.2378
95.28899097,54.533,,25.587
95.30106592,57.1407,,22.9793
95.31728101,61.2364,,18.8836
95.3296349,62.2492,,17.8708
95.34196091,62.4468,,17.6732
95.35433483,61.9145,,18.2055
95.36658883,60.8433,,19.2767
95.38278294,59.5416,,20.5784
95.39512086,58.2868,,21.8332
95.40757179,57.3288,,22.7912
95.41975093,56.7069,,23.4131
95.43207502,56.3921,,23.7279
95.4444139,56.387,,23.733
95.46060109,56.8005,,23.3195
95.472965,57.0684,,23.0516
95.48569894,57.42,,22.7
95.49761081,57.8079,,22.3121
95.509866,58.2068,,21.9132
95.52243805,58.5222,,21.5978
95.53848004,58.7315,,21.3885
95.550699,58.8805,,21.2395
95.56309295,58.952,,21.168
95.57546592,58.9761,,21.1439
95.58795595,59.1561,,20.9639
95.60005403,59.2651,,20.8549
95.61630392,59.3768,,20.7432
95.62909889,59.5085,,20.6115
95.64090276,59.5747,,20.5453
95.6532867,59.5753,,20.5447
95.66565084,59.5611,,20.5589
95.67798901,59.5142,,20.6058
95.69412088,59.5158,,20.6042
95.70648909,59.5839,,20.5361
95.71876287,59.994,,20.126
95.73124886,60.1987,,19.9213
95.74349475,60.4764,,19.6436
95.75959587,60.8825,,19.2375
95.77258801,61.3879,,18.7321
95.7843461,61.9538,,18.1662
95.79656172,62.4473,,17.6727
95.80891371,62.8413,,17.2787
95.82125998,63.2828,,16.8372
95.83742309,63.8245,,16.2955
95.84974575,64.4159,,15.7041
95.86206794,65.6199,,14.5001
95.87524199,66.1152,,14.0048
95.88676596,66.5468,,13.5732
95.89905882,66.9835,,13.1365
95.91528487,67.4385,,12.6815
95.92779493,67.865,,12.255
95.93993902,68.2493,,11.8707
95.952214,68.6372,,11.4828
95.9645679,69.0531,,11.0669
95.9769299,69.4535,,10.6665
95.99309492,70.1419,,9.9781
96.00549078,70.4824,,9.6376
96.01792097,70.8814,,9.2386
96.03028703,71.4705,,8.6495
96.04248691,72.2999,,7.8201
96.05492091,73.1964,,6.9236
96.07093596,74.0972,,6.0228
96.08329701,75.0194,,5.1006
96.09583497,75.9446,,4.1754
96.10799694,76.8075,,3.3125
96.12024379,78.2256,,1.8944
96.13649392,78.7293,,1.3907
96.14875793,79.1684,,0.9516
96.161057,79.6135,,0.5065
96.17350793,80.0461,,0.0739
96.18576002,80.4346,,-0.3146
96.19804478,80.8265,,-0.7065
96.21426702,81.2028,,-1.0828
96.22655678,81.5625,,-1.4425
96.23916006,81.9196,,-1.7996
96.25121093,82.2949,,-2.1749
96.26358294,82.9919,,-2.8719
96.276016,83.0887,,-2.9687
96.29331994,82.9478,,-2.8278
96.30443692,82.5182,,-2.3982
96.31686282,81.8171,,-1.6971
96.32902288,80.9904,,-0.8704
96.34186792,80.3101,,-0.1901
96.35384274,79.92,,0.2
96.37050486,79.7757,,0.3443
96.38222408,79.8439,,0.2761
96.39452314,80.5018,,-0.3818
96.40686512,80.8456,,-0.7256
