Time (s),Mass (kg),Average weight,Pull force (kg)
40.39263988,75.8652,,4.2548
40.4049139,76.0749,,4.0451
40.41729784,76.1721,,3.9479
40.42960501,76.1048,,4.0152
40.44185805,75.9598,,4.1602
40.45423794,75.8124,,4.3076
40.47044086,75.7526,,4.3674
40.48274612,75.7557,,4.3643
40.49512172,75.7083,,4.4117
40.50743175,75.4238,,4.6962
40.51975489,75.2423,,4.8777
40.53596902,75.1196,,5.0004
40.54829478,74.9828,,5.1372
40.56069708,74.8611,,5.2589
40.57284808,74.6724,,5.4476
40.58522987,74.4056,,5.7144
40.59756899,74.1423,,5.9777
40.6137929,73.9429,,6.1771
40.62609673,73.8489,,6.2711
40.63843608,73.8642,,6.2558
40.65075088,73.999,,6.121
40.66347098,74.01,,6.11
40.6753211,74.117,,6.003
40.69206595,74.3871,,5.7329
40.70389605,74.7306,,5.3894
40.71622801,75.0203,,5.0997
40.72960186,75.0863,,5.0337
40.74081779,74.9137,,5.2063
40.7531209,74.4934,,5.6266
40.7694881,73.9624,,6.1576
40.78176188,73.2039,,6.9161
40.79426408,73.1315,,6.9885
40.80633998,73.2401,,6.8799
40.81875396,73.4167,,6.7033
40.8311348,73.5859,,6.5341
40.84729004,73.7438,,6.3762
40.8595891,73.8556,,6.2644
40.87190294,73.9624,,6.1576
40.88428092,74.0708,,6.0492
40.89672899,74.1385,,5.9815
40.91277575,74.2809,,5.8391
40.92508483,74.3557,,5.7643
40.93738484,74.3837,,5.7363
40.94975185,74.3177,,5.8023
40.96198487,74.2594,,5.8606
40.97440672,74.1966,,5.9234
40.99061298,74.1973,,5.9227
41.00293398,74.3134,,5.8066
41.01520991,74.4601,,5.6599
41.02757597,74.5969,,5.5231
41.03984308,74.7313,,5.3887
41.05222702,75.1223,,4.9977
41.06844378,75.3978,,4.7222
41.0807941,75.6539,,4.4661
41.09307885,75.861,,4.259
41.10535383,76.072,,4.048
41.11776495,76.2608,,3.8592
41.13017988,76.4917,,3.6283
41.14677596,76.8887,,3.2313
41.15852785,77.3344,,2.7856
41.17091393,77.7069,,2.4131
41.18322611,78.2961,,1.8239
41.19562101,78.6025,,1.5175
41.20776176,79.0255,,1.0945
41.22410393,79.5526,,0.5674
41.23840785,80.0833,,0.0367
41.24973416,80.5254,,-0.4054
41.2642529,80.8454,,-0.7254
41.27358103,81.0965,,-0.9765
41.28973985,81.3127,,-1.1927
41.3032918,81.5312,,-1.4112
41.31547213,81.9452,,-1.8252
41.32763886,82.1029,,-1.9829
41.33894587,82.2389,,-2.1189
41.35281205,82.4642,,-2.3442
41.36745191,82.8361,,-2.7161
41.38169479,83.3111,,-3.1911
41.39822674,83.8438,,-3.7238
41.40447497,84.3981,,-4.2781
41.41689897,84.8812,,-4.7612
41.43092895,85.1037,,-4.9837
41.44529891,85.0296,,-4.9096
41.45754004,83.9569,,-3.8369
41.469877,83.0562,,-2.9362
41.48221207,82.0575,,-1.9375
41.49458599,81.2567,,-1.1367
41.50689697,80.8198,,-0.6998
41.52304792,80.7656,,-0.6456
41.53543377,80.9611,,-0.8411
41.54777384,81.314,,-1.194
41.56002188,81.7468,,-1.6268
41.57240486,82.0971,,-1.9771
41.58474994,81.9851,,-1.8651
41.60092688,81.5942,,-1.4742
41.61325192,81.1806,,-1.0606
41.62572789,80.8066,,-0.6866
41.68148494,80.3884,,-0.2684
41.68262601,79.8596,,0.2604
41.68368506,79.1999,,0.9201
41.68477297,78.5138,,1.6062
41.72476101,77.888,,2.232
41.72583389,77.3725,,2.7475
41.72684574,76.8664,,3.2536
41.7281909,76.9363,,3.1837
41.74425602,77.2021,,2.9179
41.75653505,77.6335,,2.4865
41.76887083,78.1628,,1.9572
41.78122592,78.7683,,1.3517
41.79344988,79.519,,0.601
41.80575395,80.415,,-0.295
41.82204008,81.1471,,-1.0271
41.83439398,81.4276,,-1.3076
41.84667683,81.2077,,-1.0877
41.86974573,79.8859,,0.2341
41.87544012,79.3007,,0.8193
41.88369894,79.0281,,1.0919
41.89991379,79.0986,,1.0214
41.91370273,79.4552,,0.6648
41.92474103,79.8921,,0.2279
41.93702793,80.2441,,-0.1241
41.94930387,80.3227,,-0.2027
41.96269393,80.0453,,0.0747
41.98009992,79.4396,,0.6804
41.99324107,77.3391,,2.7809
42.00237679,76.1161,,4.0039
42.01472688,75.0344,,5.0856
42.02702594,74.1737,,5.9463
42.0432229,73.6109,,6.5091
42.05562091,73.254,,6.866
42.06792283,72.9662,,7.1538
42.08113098,72.6871,,7.4329
42.09255004,72.4578,,7.6622
42.10483289,72.3329,,7.7871
42.12168097,72.5001,,7.6199
42.13371801,72.6755,,7.4445
42.14598179,72.8711,,7.2489
42.16275191,73.0743,,7.0457
42.17052293,73.2729,,6.8471
42.18456078,73.5043,,6.6157
42.20197082,73.7082,,6.4118
42.21222496,73.9243,,6.1957
42.22389793,74.057,,6.063
42.23630571,74.1213,,5.9987
42.24832773,74.3131,,5.8069
42.26051497,74.3394,,5.7806
42.27687287,74.2208,,5.8992
42.2890439,73.9373,,6.1827
42.30135298,73.5163,,6.6037
42.31385112,73.0642,,7.0558
42.32611179,72.6832,,7.4368
42.33835101,72.48,,7.64
42.35510993,72.4681,,7.6519
42.36831093,72.5476,,7.5724
42.3850379,72.5973,,7.5227
42.40115094,72.3763,,7.7437
42.40430498,72.0638,,8.0562
42.42648888,71.6472,,8.4728
42.43292689,71.2469,,8.8731
42.45162988,70.8857,,9.2343
42.45699286,70.6143,,9.5057
42.4718678,70.3588,,9.7612
42.48245597,70.1257,,9.9943
42.49790406,69.9508,,10.1692
42.5111289,69.814,,10.306
42.52250481,69.6595,,10.4605
42.53494811,69.5844,,10.5356
42.54766893,69.4392,,10.6808
42.55973291,69.1327,,10.9873
42.5771718,68.6264,,11.4936
42.58856583,68.0105,,12.1095
42.6003089,67.3514,,12.7686
42.61277294,66.6512,,13.4688
42.62504601,65.9917,,14.1283
42.6372788,65.3491,,14.7709
42.65355682,63.9975,,16.1225
42.66596985,63.2947,,16.8253
42.67824507,62.6015,,17.5185
42.69046402,61.8873,,18.2327
42.70286584,61.1655,,18.9545
42.71506882,60.4121,,19.7079
42.73284984,59.5376,,20.5824
42.74373984,58.5615,,21.5585
42.75680304,57.5603,,22.5597
42.76836801,56.6049,,23.5151
42.78086281,55.6968,,24.4232
42.79683709,54.2796,,25.8404
42.80913591,53.6449,,26.4751
42.82146597,53.0466,,27.0734
42.83378196,52.5256,,27.5944
42.84622693,52.0748,,28.0452
42.85843396,51.6758,,28.4442
42.87465692,51.2807,,28.8393
42.88699579,50.8797,,29.2403
42.89931989,50.5006,,29.6194
42.91166997,50.1618,,29.9582
42.9240849,49.5737,,30.5463
42.93633986,49.3639,,30.7561
42.95254278,49.184,,30.936
42.96483183,48.9988,,31.1212
42.97709894,48.8172,,31.3028
42.98948598,48.6345,,31.4855
43.00186491,48.52,,31.6
43.01413393,48.4865,,31.6335
43.0303719,48.5349,,31.5851
43.04267287,48.655,,31.465
43.05499101,48.9842,,31.1358
43.06731391,49.1175,,31.0025
43.07965088,49.2433,,30.8767
43.0919559,49.3851,,30.7349
43.10958982,49.6027,,30.5173
43.12189102,49.892,,30.228
43.13285398,50.2807,,29.8393
43.14801788,50.7283,,29.3917
43.15744686,51.1892,,28.9308
43.17484093,51.6068,,28.5132
43.18641305,52.0387,,28.0813
43.19877505,52.6622,,27.4578
43.21065784,52.8909,,27.2291
43.2234869,53.0765,,27.0435
43.235286,53.2468,,26.8732
43.25148892,53.401,,26.719
43.26449609,53.5615,,26.5585
43.27606702,53.728,,26.392
43.28839707,53.87,,26.25
43.30082703,53.9475,,26.1725
43.31318688,54.0572,,26.0628
43.32933092,54.3555,,25.7645
43.34160876,54.589,,25.531
43.36728072,54.8582,,25.2618
43.37001181,55.157,,24.963
43.38028789,55.5087,,24.6113
43.40227389,55.8396,,24.2804
43.41123486,56.152,,23.968
43.42198277,56.4544,,23.6656
43.43202996,56.6603,,23.4597
43.45306897,56.7929,,23.3271
43.4564569,56.97,,23.15
43.46929789,57.0738,,23.0462
43.48739505,57.2505,,22.8695
43.50959682,57.4592,,22.6608
43.51067996,57.7111,,22.4089
43.52195406,58.0066,,22.1134
43.53428388,58.3068,,21.8132
43.55046082,58.6133,,21.5067
43.56287694,58.9573,,21.1627
43.57507396,59.2628,,20.8572
43.58740187,59.599,,20.521
43.59978199,60.163,,19.957
43.61698198,60.4167,,19.7033
43.63364196,60.6636,,19.4564
43.64062095,60.8722,,19.2478
43.6656518,61.0701,,19.0499
43.66669488,61.2276,,18.8924
43.68324184,61.387,,18.733
43.69312978,61.5917,,18.5283
43.7068851,61.8446,,18.2754
43.72027302,62.2106,,17.9094
43.73304582,62.9975,,17.1225
43.74318099,63.3704,,16.7496
43.75543499,63.725,,16.395
43.76762104,64.0688,,16.0512
43.78392911,64.3504,,15.7696
43.79628205,64.63,,15.49
43.80859375,64.9973,,15.1227
43.82090497,65.4546,,14.6654
43.83315706,65.9705,,14.1495
43.84587288,66.5853,,13.5347
43.86857891,67.969,,12.151
43.87414503,68.6121,,11.5079
43.88822913,69.2261,,10.8939
43.90035987,69.7264,,10.3936
43.91108704,70.0949,,10.0251
43.93530583,70.3354,,9.7846
43.94192886,70.6227,,9.4973
43.95195389,71.0246,,9.0954
43.96628284,71.527,,8.593
43.97673011,72.0776,,8.0424
43.98903799,73.1639,,6.9561
44.00557399,73.5839,,6.5361
44.01744795,73.9842,,6.1358
44.03034282,74.4151,,5.7049
44.04216003,74.8866,,5.2334
44.05451679,75.3316,,4.7884
44.06680274,75.7486,,4.3714
44.08295798,76.1901,,3.9299
44.09530783,76.7107,,3.4093
44.10896397,77.3643,,2.7557
44.12351894,78.1479,,1.9721
44.13252711,79.9459,,0.1741
44.14569783,80.8131,,-0.6931
44.16145086,81.5587,,-1.4387
44.18258882,82.1615,,-2.0415
44.18547606,82.5344,,-2.4144
44.19782901,82.7079,,-2.5879
44.2166357,82.7505,,-2.6305
44.22239399,82.7055,,-2.5855
44.23864079,82.6185,,-2.4985
44.25092387,82.4971,,-2.3771
44.26739287,81.801,,-1.681
44.27971601,81.209,,-1.089
44.28892684,80.6385,,-0.5185
44.30410385,80.2896,,-0.1696
44.32014298,80.2506,,-0.1306
44.32881403,80.4873,,-0.3673
44.34102893,80.8105,,-0.6905
44.35345507,81.0602,,-0.9402
44.36595201,81.0632,,-0.9432
44.38589001,80.9405,,-0.8205
44.39718914,81.0965,,-0.9765
44.41078401,81.3728,,-1.2528
44.41910696,81.6068,,-1.4868
44.43444991,81.6809,,-1.5609
44.45026183,81.525,,-1.405
44.4597559,81.2717,,-1.1517
44.47411299,80.954,,-0.834
44.48443007,80.6146,,-0.4946
44.499722,80.319,,-0.199
44.50903893,80.1045,,0.0155
44.52139688,79.9545,,0.1655
44.53891706,80.0521,,0.0679
44.55042195,80.404,,-0.284
44.56243491,80.8655,,-0.7455
44.57491398,81.351,,-1.231
44.58685994,81.8575,,-1.7375
44.59919786,82.263,,-2.143
44.61725593,82.6054,,-2.4854
44.62804699,82.8435,,-2.7235
44.6411829,83.1259,,-3.0059
44.65236712,83.4955,,-3.3755
44.66576099,84.4463,,-4.3263
44.682235,84.7587,,-4.6387
44.69665885,84.7,,-4.58
44.70590782,84.293,,-4.173
44.71957803,83.8356,,-3.7156
44.73224902,83.6306,,-3.5106
44.7424469,83.7085,,-3.5885
44.75871086,83.8326,,-3.7126
44.77100801,83.7934,,-3.6734
44.78333592,83.5118,,-3.3918
44.79567289,82.1552,,-2.0352
44.80795193,81.1602,,-1.0402
44.82035708,79.9823,,0.1377
44.83656693,78.6464,,1.4736
44.84889007,77.3264,,2.7936
44.8612411,76.1164,,4.0036
44.87358475,75.1052,,5.0148
44.88600278,74.3102,,5.8098
44.90236902,73.699,,6.421
44.91442084,73.297,,6.823
44.9270649,73.138,,6.982
44.93905497,73.4787,,6.6413
44.95161796,73.7973,,6.3227
44.96601105,74.0927,,6.0273
44.97724986,74.3415,,5.7785
44.99223995,74.6165,,5.5035
45.00559092,74.9374,,5.1826
45.01695776,75.2891,,4.8309
45.03243899,75.5993,,4.5207
45.04178715,75.7743,,4.3457
45.05774689,75.8369,,4.2831
45.07077813,75.9258,,4.1942
45.08234382,76.0138,,4.1062
45.09469795,76.0314,,4.0886
45.10695291,75.846,,4.274
45.11936402,75.5087,,4.6113
45.13569593,75.167,,4.953
45.14797473,74.9385,,5.1815
45.16023493,74.9533,,5.1667
45.17253089,75.1319,,4.9881
45.18581605,75.2325,,4.8875
45.19722891,74.4459,,5.6741
45.21336794,73.7544,,6.3656
45.22573304,73.2276,,6.8924
45.23981881,73.0175,,7.1025
45.25906706,73.0386,,7.0814
45.26587796,73.1756,,6.9444
45.27736998,73.3162,,6.8038
45.29244208,73.4161,,6.7039
45.30381107,73.4783,,6.6417
45.32497597,73.546,,6.574
45.32820296,11.9185,,68.2015
45.34060788,73.3266,,6.7934
45.35689282,73.0927,,7.0273
45.36905789,72.8195,,7.3005
45.38139486,72.547,,7.573
45.3936398,72.3208,,7.7992
45.40600276,72.1177,,8.0023
45.41851902,71.8991,,8.2209
45.43459392,71.6535,,8.4665
45.446872,71.406,,8.714
45.45923185,71.1637,,8.9563
45.47152686,70.9531,,9.1669
45.48382592,70.6872,,9.4328
45.49614096,70.3889,,9.7311
45.51706886,70.0479,,10.0721
45.52530193,69.7064,,10.4136
45.53892398,69.3601,,10.7599
45.55260491,68.96,,11.16
45.56202388,68.541,,11.579
45.57526588,68.0978,,12.0222
45.59481096,67.6153,,12.5047
45.60694504,66.4143,,13.7057
45.61619592,65.6962,,14.4238
45.62717676,64.8397,,15.2803
45.63995004,63.8585,,16.2615
45.655756,62.8666,,17.2534
45.66965199,61.9745,,18.1455
45.68095994,61.227,,18.893
45.69287801,60.6138,,19.5062
45.70507479,60.123,,19.997
45.71731973,59.7707,,20.3493
45.73354483,59.6254,,20.4946
45.74601793,60.0772,,20.0428
45.75819898,60.971,,19.149
45.7766149,62.2339,,17.8861
45.78290772,63.6683,,16.4517
45.79514003,65.2225,,14.8975
45.81136298,66.765,,13.355
45.82377291,68.0685,,12.0515
45.836025,68.9138,,11.2062
45.84851289,69.2571,,10.8629
45.86088181,69.1208,,10.9992
45.87352276,68.0701,,12.0499
45.88922095,67.4941,,12.6259
45.90151286,67.0065,,13.1135
45.91392684,66.7557,,13.3643
45.92630196,66.8232,,13.2968
45.93846893,67.0288,,13.0912
45.95082593,67.2309,,12.8891
45.96701002,67.4192,,12.7008
45.97947788,67.5559,,12.5641
45.99204087,67.6212,,12.4988
46.00393891,67.6136,,12.5064
46.01631093,67.6278,,12.4922
46.03256392,67.7324,,12.3876
46.04485178,67.9548,,12.1652
46.05715179,68.2493,,11.8707
46.06948495,68.5888,,11.5312
46.08259392,68.9189,,11.2011
46.09412503,69.1766,,10.9434
46.11033273,69.2891,,10.8309
46.12273192,69.3516,,10.7684
46.13500094,69.2201,,10.8999
46.14741278,69.1229,,10.9971
46.15963578,69.0322,,11.0878
46.17198777,69.0356,,11.0844
46.19012284,69.1215,,10.9985
46.20058489,69.2343,,10.8857
46.21292782,69.3465,,10.7735
46.22536898,69.5025,,10.6175
46.23749971,69.7126,,10.4074
46.24978495,69.9324,,10.1876
46.26601005,70.3135,,9.8065
46.27834892,70.4915,,9.6285
46.2906611,70.6756,,9.4444
46.30293989,70.8304,,9.2896
46.31546593,70.9928,,9.1272
46.32774496,71.199,,8.921
46.343853,71.4402,,8.6798
46.35617185,71.7043,,8.4157
46.36844897,71.9779,,8.1421
46.38085389,72.2171,,7.9029
46.39314198,72.3946,,7.7254
46.40934491,72.5787,,7.5413
46.42171478,72.6576,,7.4624
46.43394399,72.8081,,7.3119
46.44640088,73.0385,,7.0815
46.45868587,73.3125,,6.8075
46.47090983,73.5841,,6.5359
46.48714495,73.8386,,6.2814
46.49957085,74.0361,,6.0839
46.51186991,74.2549,,5.8651
46.52420092,74.5676,,5.5524
46.53646898,75.2788,,4.8412
46.5489819,75.5179,,4.6021
46.5650301,75.764,,4.356
46.57731605,76.0701,,4.0499
46.58962488,76.4518,,3.6682
46.60192204,76.9386,,3.1814
46.61572075,77.4448,,2.6752
46.62670207,77.9084,,2.2116
46.64285588,78.2714,,1.8486
46.65516901,78.5133,,1.6067
46.66754079,79.062,,1.058
46.67987871,79.56,,0.56
46.69213796,80.1741,,-0.0541
46.70439005,80.8108,,-0.6908
46.72084498,81.3769,,-1.2569
46.73305488,81.8088,,-1.6888
46.74533916,82.1304,,-2.0104
46.75760198,82.3232,,-2.2032
46.77004576,82.3914,,-2.2714
46.78699684,82.3317,,-2.2117
46.79895091,82.1526,,-2.0326
46.81085587,81.616,,-1.496
46.82311392,81.5669,,-1.4469
46.83547091,81.8703,,-1.7503
46.8479259,82.5009,,-2.3809
46.86392808,83.344,,-3.224
46.87630892,84.1835,,-4.0635
46.88882613,84.8572,,-4.7372
46.90098286,85.1347,,-5.0147
46.91339993,84.9181,,-4.7981
46.92559195,84.3118,,-4.1918
46.94372082,82.4935,,-2.3735
46.95411181,81.7224,,-1.6024
46.96653795,81.2585,,-1.1385
46.97890186,81.1012,,-0.9812
46.99109197,81.2018,,-1.0818
47.0034349,81.4943,,-1.3743
47.01970601,81.8788,,-1.7588
47.03206801,82.1992,,-2.0792
47.04426289,82.4102,,-2.2902
47.05661988,82.5524,,-2.4324
47.069098,82.4528,,-2.3328
47.08129191,82.0814,,-1.9614
47.09754586,81.4916,,-1.3716
47.10985589,80.7355,,-0.6155
47.12211084,79.9185,,0.2015
47.13445807,79.1485,,0.9715
47.14731097,78.4898,,1.6302
47.1629591,77.8935,,2.2265
47.17526388,77.3739,,2.7461
47.18762684,77.0199,,3.1001
47.20014405,76.9466,,3.1734
47.21242905,77.8502,,2.2698
47.22508383,78.788,,1.332
47.2409358,80.0201,,0.0999
47.25311899,81.2534,,-1.1334
47.26547694,82.126,,-2.006
47.27775502,82.5257,,-2.4057
47.29009295,82.4898,,-2.3698
47.30240607,81.9987,,-1.8787
47.31862688,81.0979,,-0.9779
47.33128595,80.0568,,0.0632
47.34329486,78.8495,,1.2705
47.35557795,78.8584,,1.2616
47.36795902,78.9928,,1.1272
47.38032794,79.2938,,0.8262
47.39643478,79.8652,,0.2548
47.40879083,80.4266,,-0.3066
47.42121291,80.6539,,-0.5339
47.4343369,80.2479,,-0.1279
47.44576883,79.2416,,0.8784
47.45808792,77.8878,,2.2322
47.47553086,75.4698,,4.6502
47.48659611,74.6086,,5.5114
47.49918985,73.8424,,6.2776
47.51124978,73.0856,,7.0344
47.52370191,72.3678,,7.7522
47.53983688,71.6679,,8.4521
47.55209994,71.0526,,9.0674
47.5644238,70.5655,,9.5545
47.57673693,70.2536,,9.8664
47.58909416,70.1913,,9.9287
47.60136485,70.349,,9.771
47.61762285,71.0276,,9.0924
47.63000894,71.3344,,8.7856
47.64226079,71.5008,,8.6192
47.65456605,71.5114,,8.6086
47.66699576,71.4264,,8.6936
47.67913103,71.323,,8.797
47.69548893,71.1747,,8.9453
47.70776486,71.0775,,9.0425
47.72001696,71.017,,9.103
47.73267508,70.9336,,9.1864
47.74506903,70.4748,,9.6452
47.75701284,69.9175,,10.2025
47.77328992,69.2357,,10.8843
47.78561401,68.5872,,11.5328
47.79813194,68.0898,,12.0302
47.81020999,67.7976,,12.3224
47.82252192,67.601,,12.519
47.8349359,67.4586,,12.6614
47.85108709,67.3111,,12.8089
47.86338305,67.0489,,13.0711
47.87577009,66.1156,,14.0044
47.88807392,65.5901,,14.5299
47.90034294,65.0691,,15.0509
47.91694593,64.5847,,15.5353
47.92895508,64.1122,,16.0078
47.94123578,63.612,,16.508
47.95355678,63.1296,,16.9904
47.96588898,62.5893,,17.5307
47.97818494,62.076,,18.044
47.99532104,61.5546,,18.5654
48.00684309,60.9801,,19.1399
48.01907086,59.5952,,20.5248
48.0313859,58.788,,21.332
48.04369402,57.9838,,22.1362
48.05604506,57.3051,,22.8149
48.07224894,56.8075,,23.3125
48.08460474,56.5495,,23.5705
48.09692097,56.5314,,23.5886
48.10928988,56.6753,,23.4447
48.12156987,56.9792,,23.1408
48.13510489,57.4448,,22.6752
48.15039778,58.4034,,21.7166
48.16240501,58.5435,,21.5765
48.17465496,58.4089,,21.7111
48.18746591,58.1528,,21.9672
48.19941187,57.862,,22.258
48.21164298,57.6227,,22.4973
48.22798395,57.5338,,22.5862
48.24024081,57.5542,,22.5658
48.25255394,57.6436,,22.4764
48.26490283,57.7064,,22.4136
48.27750397,57.5402,,22.5798
48.29433179,57.3466,,22.7734
48.30574679,57.1541,,22.9659
48.3180778,56.9899,,23.1301
48.33038092,56.8019,,23.3181
48.34263492,56.5704,,23.5496
48.35500312,56.2953,,23.8247
48.37122989,56.0132,,24.1068
48.38374496,55.8393,,24.2807
48.3962059,55.7832,,24.3368
48.40820599,55.9586,,24.1614
48.42058992,56.0973,,24.0227
48.4331367,56.1474,,23.9726
48.44908094,56.1319,,23.9881
48.46137381,56.1457,,23.9743
48.4740839,56.2444,,23.8756
48.48611712,56.3972,,23.7228
48.49849486,56.5122,,23.6078
48.51068377,56.5133,,23.6067
48.52687693,56.4192,,23.7008
48.53915381,56.3532,,23.7668
48.55177903,56.5954,,23.5246
48.56378698,56.8392,,23.2808
48.57627392,57.1665,,22.9535
48.58849502,57.477,,22.643
48.60474586,57.6822,,22.4378
48.61722493,57.8275,,22.2925
48.62933183,57.9274,,22.1926
48.64170289,57.9898,,22.1302
48.65402699,58.058,,22.062
48.67026782,58.2254,,21.8946
48.68263698,58.6455,,21.4745
48.69493985,58.811,,21.309
48.7071979,58.8629,,21.2571
48.7195251,58.8722,,21.2478
48.73183894,58.9053,,21.2147
48.74803972,58.974,,21.146
48.76040792,59.0987,,21.0213
48.77265787,59.2427,,20.8773
48.78495789,59.3738,,20.7462
48.79731488,59.5356,,20.5844
48.81001282,59.7516,,20.3684
48.82600999,59.8865,,20.2335
48.83867192,60.0773,,20.0427
48.85052991,60.2796,,19.8404
48.86297393,60.4453,,19.6747
48.87514782,60.5216,,19.5984
48.88759995,60.6103,,19.5097
48.90369987,60.7767,,19.3433
48.91637182,61.0579,,19.0621
48.92841172,61.5117,,18.6083
48.9409349,62.0655,,18.0545
48.95304275,63.1035,,17.0165
48.96542788,63.5142,,16.6058
48.98173308,63.892,,16.228
48.99392676,64.2241,,15.8959
49.00618386,64.4392,,15.6808
49.01853395,64.5405,,15.5795
49.03113699,64.6165,,15.5035
49.04701781,64.7485,,15.3715
49.05937099,64.974,,15.146
49.07168102,65.321,,14.799
49.08461308,66.2141,,13.9059
49.09631896,66.6247,,13.4953
49.10864496,67.0505,,13.0695
49.124856,67.4956,,12.6244
49.13716197,67.896,,12.224
49.14958692,68.24,,11.88
49.16181087,68.5623,,11.5577
49.17416692,68.9399,,11.1801
49.18648601,69.3724,,10.7476
49.20270514,69.8281,,10.2919
49.21524382,70.8722,,9.2478
49.22731996,71.3713,,8.7487
49.23964381,71.8097,,8.3103
49.25235987,72.135,,7.985
49.26420188,72.4235,,7.6965
49.28134298,72.8565,,7.2635
49.29283977,73.3602,,6.7598
49.30516911,73.896,,6.224
49.31831908,74.549,,5.571
49.32984185,75.2806,,4.8394
49.34257293,76.0607,,4.0593
49.35832596,77.4242,,2.6958
49.37068796,77.9131,,2.2069
49.38456893,78.2842,,1.8358
49.39529681,78.5772,,1.5428
49.40780091,78.9015,,1.2185
49.42385387,79.2953,,0.8247
49.43621707,79.7644,,0.3556
49.44888282,80.264,,-0.144
49.46076989,80.7026,,-0.5826
49.47325492,81.065,,-0.945
49.48548985,81.7192,,-1.5992
49.50167394,82.1698,,-2.0498
49.51399994,82.6964,,-2.5764
49.52643394,83.236,,-3.116
49.53865385,83.6378,,-3.5178
49.55138397,83.7255,,-3.6055
49.5633359,83.3981,,-3.2781
49.57953286,82.7193,,-2.5993
49.59180999,81.8735,,-1.7535
49.60414696,81.1381,,-1.0181
49.6164968,80.5271,,-0.4071
49.62888789,80.5977,,-0.4777
49.64159298,80.8559,,-0.7359
49.65735078,81.1326,,-1.0126
49.66986108,81.3537,,-1.2337
49.6820631,81.569,,-1.449
49.69425297,81.707,,-1.587
49.70717192,81.6584,,-1.5384
49.72088075,81.3375,,-1.2175
49.73526502,80.7634,,-0.6434
49.7474699,80.0709,,0.0491
49.75978899,78.8295,,1.2905
49.77213883,78.5377,,1.5823
49.784621,78.4581,,1.6619
49.80078197,78.5835,,1.5365
